"ICAO","Name","Latitude","Longitude","IATA","GMT","Country code"
"NZKK","Bay of Islands-Wiroa-Kerikeri Airport","-35.13","173.57","KKE","13","NZL"
"NZKT","Kaitaia Airport","-35.04","173.17","KAT","13","NZL"
"NZMS","Hood Aerodrome","-40.58","175.38","MRO","13","NZL"
"NZNP","New Plymouth Airport","-39.02","174.11","NPL","13","NZL"
"NZNR","Hawke's Bay Airport","-39.28","176.52","NPE","13","NZL"
"NZNS","Nelson Airport","-41.18","173.13","NSN","13","NZL"
"NZNV","Invercargill Airport","-46.25","168.19","IVC","13","NZL"
"NZPM","Palmerston North Airport","-40.19","175.37","PMR","13","NZL"
"NZQN","Queenstown Airport","-45.01","168.44","ZQN","13","NZL"
"NZRO","Rotorua Regional Airport","-38.09","176.16","ROT","13","NZL"
"NZTG","Tauranga Airport","-37.4","176.12","TRG","13","NZL"
"NZTU","Richard Pearse Airport","-44.18","171.13","TIU","13","NZL"
"NZWF","Wanaka Airport","-44.44","169.15","WKA","13","NZL"
"NZWK","Whakatane Airport","-37.56","176.56","WHK","12","NZL"
"NZWN","Wellington International Airport","-41.2","174.48","WLG","13","NZL"
"NZWR","Whangarei Airport","-35.46","174.22","WRE","13","NZL"
"NZWS","Westport-Carters Beach Airport","-41.44","171.35","WSZ","13","NZL"
"NZWU","Whanganui Airport","-39.58","175.01","WAG","13","NZL"
"OABT","Bost Airport","31.33","64.22","BST","5","AFG"
"OACC","Chaghcharan Airport","34.32","65.16","CCN","5","AFG"
"OAFR","Farah Airport","32.22","62.1","FAH","4.5","AFG"
"OAHR","Herat International Airpor","34.11","62.14","HEA","4","AFG"
"OAKB","Hamid Karzai International Airport","34.3","69","KBL","4.5","AFG"
"OAKN","Ahmad Shah Baba International Airport","31.3","65.51","KDH","4.5","AFG"
"OAMN","Hamid Karzai International Airport","35.55","64.44","KBL","4.5","AFG"
"OAMS","Mazar-i-Sharif International Airport","36.43","67.14","MZR","4.5","AFG"
"OAUZ","Kunduz Airport","36.39","68.53","UND","4.5","AFG"
"OAZJ","Zaranj Airport","31.06","61.53","AZJ","4.5","AFG"
"OBBI","Bahrain International Airport","26","50.3","BAH","3","BHR"
"ODAR","Riyan Airport","14.39","49.2","RIY","3","YEM"
"ODHD","Hodeidah International Airport","14.45","42.59","HOD","3","YEM"
"ODSN","Sana'a International Airport","15.23","44.12","SAH","3","YEM"
"ODSQ","Socotra Airport","12.3","54","SCT","3","YEM"
"ODTZ","Ta'izz International Airport","13.41","44.08","TAI","3","YEM"
"OEAB","Abha International Airport","18.2344","42.66","AHB","3","SAU"
"OEAH","Learmonth Airport","-22.14","114.06","LEA","3","AUS"
"OEBA","Al-Baha Domestic Airport","20.29","41.64","ABT","3","SAU"
"OEBH","Bisha Domestic Airport","19.59","42.39","BHH","3","SAU"
"OEDF","King Fahd International Airport","26.28","49.48","DMM","3","SAU"
"OEGN","Jizan Regional Airport","16.56","42.34","GIZ","3","SAU"
"OEGS","Prince Nayef Bin Abdulaziz International Airport","26.18","43.49","ELQ","3","SAU"
"OEGT","Gurayat Domestic Airport","31.2","37.25","URY","3","SAU"
"OEHL","Hail International Airport","27.31","41.45","HAS","3","SAU"
"OEJN","King Abdulaziz International Airport","21.3","39.12","JED","3","SAU"
"OEMA","Prince Mohammed Bin Abdulaziz International Airport","24.32","39.43","MED","3","SAU"
"OENG","Najran Domestic Airport","17.36","44.25","EAM","3","SAU"
"OERF","Rafha Domestic Airport","29.39","43.3","RAH","3","SAU"
"OERK","King Khalid International Airport","24.43","46.42","RUH","3","SAU"
"OERR","Arar Domestic Airport","30.58","40.59","RAE","3","SAU"
"OESH","Sharurah Domestic Airport","17.25","47.06","SHW","3","SAU"
"OETB","Prince Sultan Bin Abdulaziz International Airport","28.22","36.38","TUU","3","SAU"
"OETF","Ta'if International Airport","21.29","40.32","TIF","3","SAU"
"OETR","Turaif Domestic Airport","31.42","38.38","TUI","3","SAU"
"OEWJ","Al Wajh Domestic Airport","26.25","36.45","EJH","3","SAU"
"OEYN","Prince Abdul Mohsin Bin Abdulaziz Airport","24.05","38.03","YNB","3","SAU"
"OIAA","Abadan International Airport","30.36","48.23","ABD","3","IRN"
"OIAM","Mahshahr Airport","30.32","49.1","MRX","3","IRN"
"OIAW","Ahvaz International Airport","31.13","48.4","AWZ","4.5","IRN"
"OIBB","Bushehr Airport","28.57","50.49","BUZ","3.5","IRN"
"OIBK","Kish International Airport","26.29","53.57","KIH","3","IRN"
"OICC","Kermanshah International Airport","34.16","47.06","KSH","3","IRN"
"OICS","Sanandaj Airport","35.18","47.01","SDG","3","IRN"
"OIFM","Isfahan Shahid Beheshti International Airport","32.45","51.51","IFN","3","IRN"
"OIGG","Sardar Jangal Rasht International Airport","37.2","49.36","RAS","3","IRN"
"OIIE","Imam Khomeini International Airport","35.42","51.15","IKA","3","IRN"
"OIII","Mehrabad International Airport","35.41","51.19","THR","3","IRN"
"OIKB","Bandar Abbas International Airport","27.12","56.15","BND","3.5","IRN"
"OIKK","Kerman Hashemi International Airport","30.16","56.58","KER","3","IRN"
"OIKQ","Qeshm International Airport","26.45","55.54","GSM","3","IRN"
"OIMB","Birjand International Airport","32.53","59.13","XBJ","3.5","IRN"
"OIMM","Mashhad Shahid Hasheminejad International Airport","36.14","59.38","MHD","3.5","IRN"
"OINR","Ramsar Airport","36.4","50.45","RZR","3.5","IRN"
"OIRT","Orumiyeh International Airport","37.38","45.05","OMH","3.5","IRN"
"OISL","Larestan Ayatollah Ayatollahi International Airport","27.44","54.22","LRR","3.5","IRN"
"OISS","Shiraz International Airport","29.32","52.38","SYZ","3.5","IRN"
"OITT","Tabriz International Airport","38.08","46.15","TBZ","3.5","IRN"
"OIYY","Yazd Sadooghi International Airport","31.54","54.17","AZD","3","IRN"
"OIZC","Konarak Airport","25.18","60.37","ZBR","3","IRN"
"OIZH","Zahedan International Airport","29.28","60.53","ZAH","3","IRN"
"OJAI","Queen Alia International Airport","31.7223","36.99","AMM","3","JOR"
"OJAM","Amman Civil Airport","31.98","35.98","ADJ","3","JOR"
"OJAQ","King Hussein International Airport","29.61","35.02","AQJ","2","JOR"
"OKBK","Kuwait International Airport (OLD ICAO)","29.3","47.45","KWI","3","KWT"
"OKKK","Kuwait International Airport","29.3","47.45","KWI","3","KWT"
"OLBA","Beirut-Rafic Hariri International Airport","33.49","35.29","BEY","2","LBN"
"OMAA","Abu Dhabi International Airport","24.28","54.22","AUH","4","ARE"
"OMDB","Dubai International Airport","25.15","55.2","DXB","4","ARE"
"OMDW","Dubai World Central International Airport","24.89","55.16","DWC","4","ARE"
"OMRK","Ras Al Khaimah Airport","25.62","55.94","RKT","4","ARE"
"OMSJ","Sharjah International Airport","25.21","55.24","SHJ","4","ARE"
"OOKB","Khasab Airport","25.6","56.15","KHS","4","OMN"
"OOMS","Muscat International Airport","23.38","58.32","MCT","4","OMN"
"OOSA","Salalah Airport","17.02","54.06","SLL","4","OMN"
"OPFA","Faisalabad International Airport","31.31","73","LYP","5","PAK"
"OPGD","Gwadar International Airport","25.14","62.2","GWD","5","PAK"
"OPGT","Gilgit Airport","35.55","74.23","GIL","5","PAK"
"OPIS","Islamabad International Airport","33.32","72.49","ISB","5","PAK"
"OPKC","Jinnah International Airport","24.54","67.09","KHI","5","PAK"
"OPKD","Hyderabad Domestic Airport","25.18","68.23","HDD","5","PAK"
"OPLA","Allama Iqbal International Airport","31.32","74.24","LHE","5","PAK"
"OPMJ","Mohenjodaro Airport","27.1","68.01","MJD","5","PAK"
"OPMT","Multan International Airport","30.12","71.25","MUX","5","PAK"
"OPNH","Nawabshah Airport","26.12","68.22","WNS","5","PAK"
"OPPG","Panjgur International Airport","26.57","64.08","PJG","5","PAK"
"OPPS","Bacha Khan International Airport","34.02","71.37","PEW","5","PAK"
"OPQT","Quetta International Airport","30.15","66.56","UET","5","PAK"
"OPRN","Benazir Bhutto International Airport (Now closed)","33.37","73.06","ISB","5","PAK"
"OPSK","Sukkur Airport","27.44","68.47","SKZ","5","PAK"
"OPST","Sialkot International Airport","32.52","74.52","SKT","5","PAK"
"ORBI","Baghdad International Airport","33.25","44.23","BGW","3","IRQ"
"ORER","Erbil International Airport","36.24","43.96","EBL","3","IRQ"
"ORMM","Basrah International Airport","30.33","47.46","BSR","3","IRQ"
"ORNI","Al Najaf International Airport","31.59","44.24","NJF","3","IRQ"
"ORSU","Sulaymaniyah International Airport","35.33","45.18","ISU","3","IRQ"
"OSAP","Aleppo International Airport","36.11","37.14","ALP","2","SYR"
"OSDI","Damascus International Airport","33.25","36.31","DAM","2","SYR"
"OSDZ","Deir ez-Zor Airport","35.2","40.09","DEZ","2","SYR"
"OSLK","Bassel Al-Assad International Airport","35.25","35.59","LTK","2","SYR"
"OTBD","Doha International Airport","25.16","51.34","DIA","3","QAT"
"OTHH","Hamad International Airport","25.16","51.36","DOH","3","QAT"
"OYAA","Aden International Airport","12.83","45.03","ADE","3","YEM"
"PABA","Barter Island Long Range Radar Service Airport","70.08","-143.38","BTI","-8","USA"
"PABE","Bethel Airport","60.47","-161.5","BET","-8","USA"
"PABR","Wiley Post-Will Rogers Memorial Airport","71.2","-156.39","BRW","-9","USA"
"PABT","Bettles Airport","66.55","-151.31","BTT","-9","USA"
"PACD","Cold Bay Airport-Cdb","55.12","-162.43","CDB","-9","USA"
"PACV","Merle K Smith Airport","60.29","-145.29","ACV","-9","USA"
"PADL","Dillingham Airport","59.04","-158.28","DLG","-9","USA"
"PADQ","Kodiak Benny Benson State Airport","57.75","-152.52","ADQ","-9","USA"
"PADU","Tom Madsen Unalaska Airport","53.54","-166.32","DUT","-9","USA"
"PAEN","Kenai Municipal Airport","60.33","-151.16","ENA","-8","USA"
"PAFA","Fairbanks International Airport","64.49","-147.52","FAI","-9","USA"
"PAGA","Edward G Pitka Sr Airport","64.43","-156.56","GAL","-9","USA"
"PAGY","Skagway Airport","59.29","-135.18","SGY","-8","USA"
"PAHO","Homer Airport","59.38","-151.3","HOM","-8","USA"
"PAIL","Iliamna Airport","59.44","-154.58","ILI","-9","USA"
"PAJN","Juneau International Airport","58.21","-134.35","JNU","-8","USA"
"PAKN","King Salmon Airport","58.31","-156.38","AKN","-9","USA"
"PAKT","Ketchikan International Airport","55.2","-131.39","KTN","-9","USA"
"PAMC","Mc Grath Airport","62.58","-155.38","MCG","-8","USA"
"PANC","Ted Stevens Anchorage International Airport","61.1","-149.99","ANC","-8","USA"
"PAOM","Nome Airport","64.31","-165.26","OME","-8","USA"
"PAOT","Ralph Wien Memorial Airport","66.52","-162.38","OTZ","-8","USA"
"PAPM","Port Moller Airport","55.59","-160.32","PML","-9","USA"
"PASC","Deadhorse Airport","70.2","-148.2","SCC","-8","USA"
"PASI","Sitka Rocky Gutierrez Airport","57.04","-135.21","SIT","-9","USA"
"PASN","St. Paul Island Airport","57.1","-170.13","SNP","-8","USA"
"PATA","Ralph M. Calhoun Memorial Airport","65.1","-152.06","TAL","-8","USA"
"PATC","Tin City LRRS Airport","65.34","-167.55","TNC","-8","USA"
"PATL","Tatalina Air Force Station","62.54","-155.58","TLJ","-9","USA"
"PAUN","Unalakleet Airport","63.53","-160.47","UNK","-8","USA"
"PAVD","Valdez Airport","61.08","-146.14","VDZ","-8","USA"
"PAWT","Wainwright Airport","70.6376","-160","AIN","-8","USA"
"PAYA","Yakutat Airport","59.3","-139.4","YAK","-8","USA"
"PFYU","Fort Yukon Airport","66.34","-145.16","FYU","-9","USA"
"PGRO","Rota International Airport","14.1","-145.15","ROP","-8","USA"
"PGSN","Saipan International Airport","15.12","-145.73","SPN","-8","USA"
"PGUM","Antonio B. Won Pat International Airport","13.29","-144.44","GUM","-8","USA"
"PHHN","Hana Airport","20.48","-156.01","HHN","-10","USA"
"PHJH","Kapalua Airport","20.58","-156.41","JHM","-10","USA"
"PHKO","Kona International Airport","19.44","-156.03","KOA","-10","USA"
"PHLI","Lihue Airport","21.59","-159.21","LIH","-10","USA"
"PHMK","Molokai Airport","21.1","-159.21","MKK","-10","USA"
"PHMU","Waimea-Kohala Airport","20","-157.07","MUE","-10","USA"
"PHNL","Daniel K. Inouye International Airport","21.2","-155.41","HNL","-10","USA"
"PHNY","Lanai Airport","20.47","-157.56","LNY","-10","USA"
"PHOG","Kahului Airport","20.54","-156.57","OGG","-10","USA"
"PHTO","Hilo International Airport","19.43","-156.26","ITO","-10","USA"
"PKMJ","Marshall Islands Amata Kabua International Airport","7.15","-155.03","MAJ","12","MHL"
"PKWA","Bucholz Army Airfield","8.45","171.22","KWA","12","MHL"
"PLCH","Cassidy International Airport","1.52","167.45","CXI","14","KIR"
"PPIZ","Point Lay LRRS Airport","69.44","-157.2","PIZ","-9","USA"
"PTKK","Chuuk International Airport","7.28","151.51","TKK","10","FSM"
"PTPN","Pohnpei International Airport","7.01","158.14","PNI","9","FSM"
"PTRO","Airai International Airport","7.21","134.28","ROR","9","PLW"
"PTSA","Kosrae International Airport","5.19","162.59","KSA","11","FSM"
"PTYA","Yap International Airport","9.31","138.06","YAP","10","FSM"
"RCBS","Kinmen Airport","24.25","118.21","KNH","8","TWN"
"RCFN","Taitung Airport","22.45","121.02","TTT","8","TWN"
"RCKH","Kaohsiung International Airport","22.35","120.25","KHH","8","TWN"
"RCKU","Chiayi Airport","23.28","120.23","CYI","8","TWN"
"RCMT","Matsu Beigan Airport","26.13","119.59","MFK","8","TWN"
"RCNN","Tainan Airport","22.57","120.12","TNN","8","TWN"
"RCQC","Penghu Airport","23.32","119.35","MZG","8","TWN"
"RCSS","Taipei Songshan Airport","25.08","121.34","TSA","8","TWN"
"RCTP","Taiwan Taoyuan International Airport","25.03","121.3","TPE","8","TWN"
"RCYU","Hualien Airport","24.01","121.22","HUN","8","TWN"
"RJAA","Narita International Airport","35.46","140.19","NRT","9","JPN"
"RJAF","Shinshu-Matsumoto Airport","36.17","138","MMJ","9","JPN"
"RJBB","Kansai International Airport","34.43","135.23","KIX","9","JPN"
"RJBD","Nanki-Shirahama Airport","33.42","135.22","SHM","9","JPN"
"RJCB","Tokachi-Obihiro Airport","42.53","143.1","OBO","9","JPN"
"RJCC","New Chitose Airport","42.48","141.4","JCC","9","JPN"
"RJCH","Hakodate Airport","41.46","140.49","HKD","9","JPN"
"RJCM","Memanbetsu Airport","43.54","144.1","MMB","9","JPN"
"RJCN","Nakashibetsu Airport","43.34","144.58","SHB","9","JPN"
"RJCS","Kushiro Airport","43.02","144.12","KUH","9","JPN"
"RJCW","Wakkanai Airport","45.24","141.49","JCW","9","JPN"
"RJDB","Iki Airport","33.45","129.47","IKI","9","JPN"
"RJDC","Yamaguchi Ube Airport","33.58","131.21","UBJ","9","JPN"
"RJDT","Tsushima Airport","34.17","129.19","TSJ","9","JPN"
"RJEB","Monbetsu Airport","44.16","143.23","MBE","9","JPN"
"RJEC","Asahikawa Airport","43.3","142.31","JEC","9","JPN"
"RJER","Rishiri Airport","45.11","141.15","RIS","9","JPN"
"RJFE","Fukue Regional Airport","32.4","128.5","FUJ","9","JPN"
"RJFF","Fukuoka Airport","33.35","130.27","FUK","9","JPN"
"RJFK","Kagoshima Airport","31.33","130.34","KOJ","9","JPN"
"RJFM","Miyazaki Airport","31.52","131.27","KMI","9","JPN"
"RJFO","Oita Airport","33.15","131.38","OIT","9","JPN"
"RJFR","Kitakyushu Airport","34","130.56","KKJ","9","JPN"
"RJFT","Aso Kumamoto Airport","32.48","130.46","KMJ","9","JPN"
"RJFU","Nagasaki Airport","32.56","129.56","NGS","9","JPN"
"RJGG","Nagoya Chubu Centrair International Airport","34.86","136.8","NGO","9","JPN"
"RJKA","Amami Airport","28.43","129.42","ASJ","9","JPN"
"RJNK","Komatsu Airport","36.23","136.25","KMQ","9","JPN"
"RJNN","Nagoya Airport","34.51","136.49","NKM","9","JPN"
"RJNT","Toyama Airport","36.42","137.14","TOY","9","JPN"
"RJOA","Hiroshima Airport","34.26","132.56","HIJ","9","JPN"
"RJOB","Okayama Momotaro Airport","34.35","133.56","OKJ","9","JPN"
"RJOC","Izumo Enmusubi Airport","35.25","132.4","IZO","9","JPN"
"RJOH","Yonago Kitaro Airport","35.27","133.19","YGJ","9","JPN"
"RJOK","Kochi Ryoma Airport","33.33","133.41","KCZ","9","JPN"
"RJOM","Matsuyama Airport","33.49","132.42","MYJ","9","JPN"
"RJOO","Osaka International Airport","34.47","135.27","ITM","9","JPN"
"RJOR","Tottori Airport","35.32","134.1","TTJ","9","JPN"
"RJOS","Tokushima Awaodori Airport","34.07","134.36","TKS","9","JPN"
"RJOT","Takamatsu Airport","34.17","134.04","TAK","9","JPN"
"RJSA","Aomori Airport","40.74","140.42","JSA","9","JPN"
"RJSC","Yamagata Airport","38.24","140.22","GAJ","9","JPN"
"RJSI","Iwate Hanamaki Airport","39.44","141.07","HNA","9","JPN"
"RJSK","Akita Airport","39.42","140.04","JSK","9","JPN"
"RJSM","Misawa Airport","40.42","141.23","MSJ","9","JPN"
"RJSN","Niigata Airport","37.96","139.12","KIJ","9","JPN"
"RJSS","Sendai Airport","38.08","140.55","SDJ","9","JPN"
"RJTH","Hachijojima Airport","33.1","139.48","HAC","9","JPN"
"RJTO","Oshima Airport","34.47","139.22","OIM","9","JPN"
"RJTQ","Miyakejima Airport","24.47","125.2","MYE","9","JPN"
"RJTT","Haneda Airport","35.33","139.46","HND","9","JPN"
"RKJJ","Gwangju Airport","35.07","126.49","KWJ","9","KOR"
"RKJY","Yeosu Airport","34.44","127.46","RSU","9","KOR"
"RKPC","Jeju International Airport","33.3","126.3","CJU","9","KOR"
"RKPK","Gimhae International Airport","35.08","129.04","PUS","9","KOR"
"RKPU","Ulsan Airport","35.34","129.19","USN","9","KOR"
"RKSI","Incheon International Airport","37.27","126.26","ICN","9","KOR"
"RKSS","Gimpo International Airport","37.34","126.47","GMP","9","KOR"
"RKTH","Pohang Airport","35.59","129.25","KPO","9","KOR"
"RKTN","Daegu International Airport","35.49","128.5","TAE","9","KOR"
"ROAH","Naha Airport","26.2","127.5","OKA","9","JPN"
"ROIG","Painushima Ishigaki Airport","24.2","124.1","ISG","9","JPN"
"ROKJ","Kumejima Airport","26.22","126.43","UEO","9","JPN"
"ROYN","Yonaguni Airport","24.28","122.59","OGN","9","JPN"
"RPLC","Clark International Airport","15.19","120.56","CRK","9","PHL"
"RPLL","Ninoy Aquino International Airport","14.31","121.01","MNL","8","PHL"
"RPMD","Francisco Bangoy International Airport","7.08","125.39","PMD","8","PHL"
"RPML","Lumbia Airfield","8.25","124.36","PML","8","PHL"
"RPMP","Legazpi Airport","13.1","123.44","LGP","8","PHL"
"RPMZ","Zamboanga International Airport","6.56","122.04","ZAM","8","PHL"
"RPVA","Daniel Z. Romualdez Airport","11.14","125.01","TAC","8","PHL"
"RPVB","Bacolod Silay Airport","10.78","122.56","BCD","8","PHL"
"RPVD","Dumaguete Sibulan Airport","9.18","123.18","PVD","8","PHL"
"RPVI","Iloilo International Airport","10.45","122.33","ILO","8","PHL"
"RPVK","Kalibo International Airport","11.42","122.22","KLO","8","PHL"
"RPVM","Mactan-Cebu International Airport","10.2","123.54","PVM","8","PHL"
"RPVP","Puerto Princesa International Airport","9.44","118.45","PPS","8","PHL"
"RPVS","Evelio B. Javier Airport","12.22","121.02","EUQ","8","PHL"
"RPWC","Awang Airport","7.12","124.1","CBO","8","PHL"
"RPWE","Butuan Airport","8.58","125.25","BXU","8","PHL"
"SAAR","Rosario Islas Malvinas International Airport","-32.5","60.43","ROS","-3","ARG"
"SAAV","Sauce Viejo Airport","-31.43","-60.43","SFN","-3","ARG"
"SABA","Ezeiza International Airport","-34.4","-60.49","EZE","-3","AEG"
"SABE","Jorge Newbery Airfield is an international airport","-34.56","-58.38","AEP","-3","ARG"
"SACO","Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport","-31.19","-64.13","ACO","-3","ARG"
"SAEZ","Buenos Aires Ministro Pistarini International Airport","-34.82","-58.54","EZE","-3","BRA"
"SAME","Governor Francisco Gabrielli International Airport","-32.5","-68.47","MDZ","-3","ARG"
"SAMR","San Rafael Airport","-34.6","-68.24","AFA","-8","USA"
"SANE","Vicecomodoro Angel de la Paz Aragones Airport","-27.46","-64.17","SDE","-3","ARG"
"SANL","La Rioja Airport","-29.24","-66.49","IRJ","-3","ARG"
"SANT","Teniente Benjamin Matienzo International Airport","-26.5","-65.12","TUC","-3","ARG"
"SANU","Domingo Faustino Sarmiento Airport","-31.36","-68.33","UAQ","-3","ARG"
"SARC","Doctor Fernando Piragine Niveyro International Airport","-27.27","-58.46","CNQ","-3","ARG"
"SARE","Resistencia Airport","-27.28","-58.59","RES","-3","ARG"
"SARF","Formosa International Airport","-26.1","-58.11","FMA","-3","ARG"
"SARI","Cataratas International Airport","-25.35","-54.2","IGR","-3","ARG"
"SARP","Libertador General Jose de San Martin Airport","-27.25","-55.57","PSS","-3","ARG"
"SASA","Martin Miguel de Guemes International Airport","-24.51","-65.29","SLA","-3","ARG"
"SASJ","Gobernador Horacio Guzman International Airport","-24.14","-65.16","JUJ","-3","ARG"
"SAVC","General Enrique Mosconi International Airport","-45.47","-67.28","AVC","-3","ARG"
