"ICAO","Name","Latitude","Longitude","IATA","GMT","Country code"
"LFOT","Tours Val de Loire Airport","47.26","0.43","TUF","1","FRA"
"LFPB","Paris Airport-Le Bourget","48.96","2.44","LBG","1","FRA"
"LFPG","Paris Charles de Gaulle Airport","49.01","2.33","CDG","1","FRA"
"LFPO","Orly Airport","48.43","2.23","ORY","1","FRA"
"LFQQ","Lille Airport","50.34","3.06","LIL","1","FRA"
"LFRB","Brest Bretagne Airport","48.27","-4.25","BES","1","FRA"
"LFRD","Dinard Pleurtuit Saint-Malo Airport","48.35","-2.05","DNR","1","FRA"
"LFRG","Saint-Gatien Airport","49.36","0.16","DOL","1","FRA"
"LFRH","Lorient South Brittany Airport","47.46","-3.27","LRT","1","FRA"
"LFRK","Caen  Carpiquet Airport","49.11","-0.27","CFR","1","FRA"
"LFRM","Le Mans Arnage Airport","47.56","-0.27","CFR","1","FRA"
"LFRN","Rennes Saint-Jacques Airport","48.04","-1.44","RNS","1","FRA"
"LFRO","Lannion   Cote de Granit Airport","48.45","-3.28","LAI","1","FRA"
"LFRQ","Quimper Cornouaille Airport","47.58","-4.1","UIP","1","FRA"
"LFRS","Nantes Atlantique Airport","47.09","-1.36","NTE","1","FRA"
"LFRZ","Saint-Nazaire Montoir Airport","47.19","-2.09","SNR","1","FRA"
"LFSB","EuroAirport Basel-Mulhouse-Freiburg","47.59","7.53","BSL","1","FRA"
"LFST","Strasbourg Airport","48.32","7.38","SXB","1","FRA"
"LFTH","Toulon Hyeres Airport","43.06","6.09","TLN","1","FRA"
"LFTW","Nimes Ales Camargue Cevennes Airport","43.51","4.25","FNI","1","FRA"
"LFVP","Saint-Pierre Airport","46.55","-56.1","FSP","1","FRA"
"LGAL","Alexandroupolis Airport Democritus","40.51","25.57","AXD","2","GRC"
"LGAV","Athens International Airport","37.94","23.94","ATH","2","GRC"
"LGHI","Chios Island National Airport","38.21","26.08","JKH","2","GRC"
"LGIO","Ioannina National Airport King Pyrros","39.42","20.49","IOA","2","GRC"
"LGIR","Heraklion International Airport","35.2","25.11","HER","2","GRC"
"LGKA","Kastoria National Airport","40.29","21.17","KSO","2","GRC"
"LGKC","Kithira Airport","36.16","23.01","KIT","2","GRC"
"LGKF","Cephalonia International Airport","38.07","20.3","EFL","2","GRC"
"LGKJ","Kastelorizo Airport","36.09","29.35","KZS","2","GRC"
"LGKL","Kalamata International Airport","37.06","21.59","GKL","2","GRC"
"LGKO","Kos International Airport","36.48","27.06","KGS","2","GRC"
"LGKP","Karpathos Airport","35.42","27.15","AOK","2","GRC"
"LGKR","Corfu International Airport","39.36","19.55","CFU","2","GRC"
"LGKS","Kasos Island Public Airport","35.25","26.55","KSJ","2","GRC"
"LGKV","Kavala Airport ""Alexander the Great""","40.58","24.21","KVA","2","GRC"
"LGKZ","Kozani State Airport ""Filippos""","40.17","21.5","KZI","2","GRC"
"LGLE","Leros Municipal Airport","37.11","26.48","LRS","2","GRC"
"LGLM","Lemnos International Airport ""Hephaestus""","39.55","25.15","LXS","2","GRC"
"LGMK","Mykonos International Airport","37.26","25.21","JMK","2","GRC"
"LGML","Milos Airport","36.43","24.32","MLO","2","GRC"
"LGMT","Mitilini Airport ""Odysseas Elytis""","39.03","26.36","MJT","2","GRC"
"LGPA","New Paros Airport","37.01","25.22","PAS","2","GRC"
"LGPZ","Aktion International Airport","38.56","20.46","PVK","2","GRC"
"LGRP","Rhodes - Diagoras International Airport","36.23","28.07","RHO","2","GRC"
"LGRX","Araxos Airport","38.09","21.26","GPA","2","GRC"
"LGSA","Chania International Airport Ioannis ""Daskalogiannis""","35.32","24.09","CHQ","2","GRC"
"LGSK","Skiathos Alexandros Papadiamantis Airport","39.11","23.3","JSI","2","GRC"
"LGSM","Samos Aristarchos Intl Airport","37.41","26.55","SMI","2","GRC"
"LGSR","Santorini Airport","36.24","25.29","JTR","2","GRC"
"LGST","Airport Sitia Vicentzos Kornaros","35.42","26.12","JSH","2","GRC"
"LGTS","Thessaloniki Airport","40.31","22.58","GTS","2","GRC"
"LGZA","Zakynthos International Airport ""Dionysios Solomos""","37.45","20.56","ZTH","2","GRC"
"LHBP","Budapest Airport","47.26","19.14","BUD","1","HUN"
"LIBB","Salento Airport","40.4","17.57","BDS","1","ITA"
"LIBC","Crotone-Sant'Anna Airport ""Pythagoras""","39","17.05","CRV","1","ITA"
"LIBD","Bari Karol Wojtyla Airport","41.08","16.47","BRI","1","ITA"
"LIBF","Foggia Gino Lisa Airport","41.25","15.32","FOG","1","ITA"
"LIBP","Abruzzo Airport","42.26","14.11","PSR","1","ITA"
"LIBR","Brindisi Airport","40.39","17.56","BDS","1","ITA"
"LICA","Lamezia Terme International Airport","38.55","16.15","SUF","1","ITA"
"LICC","Catania Airport","37.28","15.04","CTA","1","ITA"
"LICD","Lampedusa Airport","35.2","12.35","LMP","1","ITA"
"LICG","Aeropuerto de Pantelleria","36.49","11.58","PNL","1","ITA"
"LICJ","Palermo Airport","38.07","13.21","PMO","1","ITA"
"LICR","Reggio Calabria Airport","38.04","15.39","REG","1","ITA"
"LICT","Trapani Birgi Airport","37.54","12.32","TPS","1","ITA"
"LIEA","Alghero - Riviera del Corallo Airport","40.6313","8.3","AHO","1","ITA"
"LIEE","Cagliari Elmas Airport","39.15","9.03","CAG","1","ITA"
"LIEO","Olbia Costa Smeralda Airport","40.52","9.3","OLB","1","ITA"
"LIET","Tortoli Airport","39.55","9.41","TTB","1","ITA"
"LIMC","Malpensa Airport","45.38","8.44","MXP","1","ITA"
"LIME","Il Caravaggio Orio al Serio International Airport","45.4","9.42","BGY","1","ITA"
"LIMF","Torino Airport","45.12","7.39","TRN","1","ITA"
"LIMJ","Genova City Airport","44.25","8.5","GOA","1","ITA"
"LIML","Milan Linate Airport","45.27","9.17","LIN","1","ITA"
"LIMP","Parma Airport","44.48","10.2","PMF","1","ITA"
"LIMZ","Cuneo International Airport","44.32","7.37","CUF","1","ITA"
"LIPB","Bolzano Airport","46.28","11.2","BZO","1","ITA"
"LIPE","Bologna Guglielmo Marconi Airport","44.32","11.18","BLQ","1","ITA"
"LIPH","Treviso Airport","45.39","12.12","TSF","1","ITA"
"LIPK","Forli Airport","44.12","12.04","FRL","1","ITA"
"LIPO","Brescia-Montichiari Airport","45.25","10.19","VBS","1","ITA"
"LIPQ","Trieste Airport","45.4","13.46","TRS","1","ITA"
"LIPR","Federico Fellini International Airport","44.01","12.36","RMI","1","ITA"
"LIPX","Valerio Catullo Airport","45.24","10.53","VRN","1","ITA"
"LIPZ","Venice Marco Polo Airport","45.26","12.23","VCE","1","ITA"
"LIRA","Rome Ciampino Giovan Battista Pastine Airport","41.48","12.14","CIA","1","ITA"
"LIRF","Leonardo da Vinci International Airport","41.48","12.14","FCO","1","ITA"
"LIRJ","Elba Marina di Campo Airport","42.76","10.24","EBA","1","ITA"
"LIRN","Naples International Airport","40.53","14.17","NAP","1","ITA"
"LIRP","Pisa International Airport","43.41","10.24","PSA","1","ITA"
"LIRQ","Florence Airport Peretola","43.48","11.12","FLR","1","ITA"
"LJLJ","Ljubljana Joze Pucnik Airport","46.03","14.31","LJU","1","SVN"
"LJMB","Maribor Orehova Vas Airport","46.28","15.41","MBX","1","SVN"
"LKKV","Karlovy Vary Airport","50.12","12.55","KLV","1","CZE"
"LKMT","Leos Janacek Airport Ostrava","49.42","18.17","OCR","1","CZE"
"LKPR","Vaclav Havel Airport Prague","50.04","14.26","PRG","1","CZE"
"LKTB","Brno Turany Airport","49.09","16.42","BRQ","1","CZE"
"LLBG","Ben Gurion Airport","31.59","34.53","TLV","2","ISR"
"LLET","Ramon International Airport","29.33","34.57","ETM","2","ISR"
"LLSD","Sde Dov Airport","32.07","34.47","SDV","2","ISR"
"LMML","Malta International Airport","35.52","14.29","MLA","2","MLT"
"LNMC","Monaco Heliport","43.44","7.25","MCM","1","MCO"
"LOWG","Graz Airport","46.5","15.26","GRZ","1","AUT"
"LOWI","Innsbruck Airport","47.16","11.21","INN","1","AUT"
"LOWK","Klagenfurt Airport","46.39","14.21","KLU","1","AUT"
"LOWL","Linz Airport","48.14","14.11","LNZ","1","AUT"
"LOWS","Salzburg Airport","47.48","13","SZG","1","AUT"
"LOWW","Vienna International Airport","48.13","16.2","VIE","1","AUT"
"LPAZ","Santa Maria Airport","36.58","-25.1","SMA","1","PRT"
"LPBG","Braganca Airport","41.49","-6.45","BGC","1","PRT"
"LPFL","Flores Airport","39.28","-31.09","FLW","1","PRT"
"LPFR","Faro Airport","37.01","-7.57","FAO","1","PRT"
"LPGR","Graciosa Airport","39.04","-28","GRW","1","PRT"
"LPHR","Horta Airport","38.32","-28.37","HOR","1","PRT"
"LPLA","Lajes International Airport","38.45","-27.06","TER","1","PRT"
"LPMA","Funchal Cristiano Ronaldo Airport","32.7","-16.78","FNC","1","PRT"
"LPPD","Joao Paulo II Airport","37.44","-25.4","PDL","1","PRT"
"LPPI","Pico Airport","38.28","-28.2","PIX","1","PRT"
"LPPR","Francisco Sa Carneiro Airport","41.11","-8.4","OPO","1","PRT"
"LPPS","Porto Santo Airport","33.04","-16.21","PXO","1","PRT"
"LPPT","Humberto Delgado Airport","38.46","-9.08","LIS","1","PRT"
"LPSJ","Sao Jorge Airport","38.4","-28.15","SJZ","1","PRT"
"LPVR","Vila Real Airport","41.18","-7.45","VRL","1","PRT"
"LQSA","Sarajevo International Airport","43.49","18.21","SJJ","1","BIH"
"LRAR","Arad International Airport","46.17","21.28","ARW","2","ROU"
"LRBC","George Enescu International Airport","46.36","26.53","BCM","2","ROU"
"LRBM","Maramures International Airport","47.38","23.31","BAY","2","ROU"
"LRBS","The Aurel Vlaicu International Airport","44.5","26.08","BBU","2","ROU"
"LRCK","Mihail Kogalniceanu Airport","44.09","28.36","CND","2","ROU"
"LRCL","Avram Iancu Cluj International Airport","46.47","23.41","CLJ","2","ROU"
"LRCV","Craiova International Airport","44.26","23.48","CRA","2","ROU"
"LRIA","Iasi International Airport","47.11","27.36","IAS","2","ROU"
"LROD","Oradea International Airport","47.01","21.54","OMR","2","ROU"
"LROP","Bucharest Henri Coanda International Airport","44.3","26.05","OTP","2","ROU"
"LRSB","Sibiu International Airport","45.47","24.06","SBZ","2","ROU"
"LRSM","Satu Mare Airport","47.42","22.53","SUJ","2","ROU"
"LRSV","Suceava Stefan cel Mare International Airport","47.38","26.19","SCV","2","ROU"
"LRTM","Targu Mures Transilvania Airport","46.31","24.31","TGM","2","ROU"
"LRTR","Timisoara Traian Vuia International Airport","45.45","21.17","TSR","2","ROU"
"LSGG","Geneve Aeroport","46.14","6.07","GVA","1","CHE"
"LSGK","Saanen Gstaad Airport","46.29","7.15","QYN","1","CHE"
"LSMP","Payerne Airport","46.85","6.92","VIP","1","CHE"
"LSZA","Lugano Airport","46.01","8.58","LUG","1","CHE"
"LSZB","Bern Airport","46.55","7.3","BRN","1","CHE"
"LSZF","Birrfeld Airport","47.26","8.14","SZF","1","CHE"
"LSZG","Grenchen Airport","47.18","7.41","QGY","1","CHE"
"LSZH","Zurich Airport","47.27","8.33","ZRH","1","CHE"
"LSZL","Locarno Airport","46.16","8.52","QYZ","1","CHE"
"LSZR","St. Gallen Altenrhein Airport","47.49","9.55","ACH","1","CHE"
"LSZS","Samedan Airport","46.53","9.87","SMV","1","CHE"
"LTAC","Ankara Esenboga Airport","40.08","33","ESB","3","TUR"
"LTAF","Adana Sakirpasa Airport","36.9835","35.3","ADA","3","TUR"
"LTAI","Antalya Airport","36.55","30.48","AYT","3","TUR"
"LTAJ","Gaziantep Airpor","37.04","37.2","GZT","3","TUR"
"LTAN","Konya Airport","37.59","32.34","KYA","3","TUR"
"LTAP","Amasya Merzifon Airport","40.52","35.38","MZH","3","TUR"
"LTAR","Sivas Nuri Demirag Airport","39.46","37.01","VAS","3","TUR"
"LTAT","Malatya Airport","38.21","38.15","MLX","3","TUR"
"LTAU","Kayseri Erkilet Airport","38.42","35.3","ASR","3","TUR"
"LTAY","Denizli Airport","37.47","29.42","DNZ","3","TUR"
"LTBA","Istanbul Ataturk Airport","40.58","28.49","ISL","3","TUR"
"LTBJ","Izmir Adnan Menderes Airport","38.2938","27.15","ADB","3","TUR"
"LTBS","Dalaman Airport","36.43","28.47","DLM","3","TUR"
"LTCA","Elazig Airport","38.36","39.17","EZS","3","TUR"
"LTCC","Diyarbakir Airport","37.54","40.12","DIY","3","TUR"
"LTCD","Erzincan Airport","39.43","39.31","ERC","3","TUR"
"LTCE","Erzurum Airport","39.57","41.1","ERZ","3","TUR"
"LTCG","Trabzon Airport","40.6","39.47","TZX","3","TUR"
"LTCI","Van Ferit Melen Airport","38.27","43.19","VAN","3","TUR"
"LTCJ","Batman Airport","37.52","41.07","BAL","3","TUR"
"LTFE","Milas Bodrum Airport","37.25","27.66","BJV","3","TUR"
"LTFJ","Istanbul Sabiha Gökçen International Airport","40.53","29.18","SAW","3","TUR"
"LTFM","Istanbul Airport","41.15","28.43","IST","3","TUR"
"LUKK","Chisinau International Airport","47.02","28.58","KIV","2","MDA"
"LWSK","Skopje International Airport","41.59","21.28","SKP","1","MKD"
"LXGB","Gibraltar International Airport","36.09","-5.21","GIB","1","GIB"
"LYBE","Nikola Tesla Airport","44.49","20.19","BEG","1","SRB"
"LYNI","Nis Constantine the Great Airport","43.2","21.55","INI","1","SRB"
"LYPG","Podgorica Airport","42.22","19.15","TGD","1","MNE"
"LYTV","Tivat Airport","42.24","18.44","TIV","1","MNE"
"LZIB","Bratislava Airport","48.1","17.13","BTS","1","SVK"
"LZKZ","Kosice International Airport","48.37","21.12","KSC","1","SVK"
"MBJT","JAGS McCartney International Airport","21.34","-71.1","GDT","-4","TCA"
"MBPV","Providenciales International Airport","21.46","-72.16","PLS","-4","TCA"
"MBSC","South Caicos Airport","21.3","-71.3","XSC","-5","TCA"
"MDLR","La Romana International Airport","18.45","-68.91","LRM","-4","DOM"
"MDPC","Punta Cana International Airport","18.34","-68.23","PUJ","-4","DOM"
"MDPP","Puerto Plata International Airport","19.48","-70.4","POP","-4","DOM"
"MDSD","Las Americas International Airport","18.28","-69.54","SDQ","-4","DOM"
"MDST","Aeropuerto Internacional del Cibao","19.29","-70.42","STI","-4","DOM"
"MGFL","Mundo Maya International Airport","16.55","-89.53","FRS","-6","GTM"
"MGGT","La Aurora International Airport","14.34","-90.32","GUA","-6","GTM"
"MHLC","Goloson International Airport","15.45","-86.5","LCE","-6","HND"
"MHLM","Ramon Villeda Morales International Airport","15.3","-88.01","SAP","-6","HND"
"MHNJ","Guanaja Airport","16.3","-85.56","VAN","-6","HND"
"MHPL","Puerto Lempira Airport","15.13","-83.46","PEU","-6","HND"
"MHPR","Comayagua Palmerola International Airport","14.39","-87.62","XPL","-6","HND"
"MHRO","Juan Manuel Galvez International Airport","16.3","-86.31","RTB","-6","HND"
"MHTG","Toncontin International Airport","14.03","-87.13","TGU","-6","HND"
"MHUT","Utila Airport","16.06","-86.53","UII","-6","HND"
"MKJP","Norman Manley International Airport","17.56","-76.47","KIN","-6","JAM"
"MKJS","Sangster International Airport","18.3","-77.55","MBJ","-6","JAM"
"MMAA","Acapulco International Airport","16.46","-99.76","ACA","-6","MEX"
"MMAN","Monterrey Del Norte International Airport","25.51","-100.14","NTR","-6","MEX"
"MMAS","Aguascalientes International Airport","21.7","-102.32","AGU","-6","MEX"
"MMBT","Bahias De Huatulco International Airport","15.46","-96.14","HUX","-6","MEX"
"MMCE","Ciudad del Carmen International Airport","18.42","-91.38","CME","-6","MEX"
"MMCL","Bachigualato Federal International Airport","24.45","-107.4","CUL","-6","MEX"
"MMCM","Chetumal International Airport","18.29","-88.19","CTM","-6","MEX"
"MMCN","Ciudad Obregon International Airport","27.23","-109.51","CEN","-7","MEX"
"MMCP","Campeche International Airport","19.5","-90.31","CPE","-6","MEX"
"MMCS","Abraham Gonzalez International Airport","31.4","-106.26","CJS","-7","MEX"
"MMCU","General Roberto Fierro Villalobos International Airport","28.41","-106","CUU","-7","MEX"
"MMCV","General Pedro Jose Mendez International Airport","23.43","-98.52","CVM","-6","MEX"
"MMCZ","Cozumel International Airport","20.31","-86.56","CZM","-5","MEX"
"MMDO","Durango International Airport","24.12","-104.53","DGO","-6","MEX"
"MMEP","Tepic International Airport","21.3","-104.54","TPQ","-7","MEX"
"MMGL","Miguel Hidalgo y Costilla International Airport","20.4","-103.2","GDL","-6","MEX"
"MMHO","Hermosillo Airport","29.06","-111.03","HMO","-7","MEX"
"MMIA","Colima Airport","19.18","-103.4","CLQ","-6","MEX"
"MMIO","Plan de Guadalupe International Airport","25.33","-100.56","SLW","-6","MEX"
"MMLC","General Lazaro Cardenas del Rio National Airport","17.59","-102.13","LZC","-6","MEX"
"MMLM","Los Mochis International Airport","25.49","-108.59","LMM","-6","MEX"
"MMLO","Guanajuato International Airport","20.99","-101.48","BJX","-6","MEX"
"MMLP","Manuel Marquez de Leon International Airport","24.07","-110.19","LAP","-6","MEX"
"MMLT","Loreto International Airport","26.01","-111.22","LTO","-6","MEX"
"MMMA","Aeropuerto Internacional General Servando Canales de Matamoros","25.46","-97.31","MAM","-6","MEX"
"MMMD","Merida International Airport","20.56","-89.4","MID","-6","MEX"
"MMML","General Rodolfo Sanchez Taboada International Airport","32.39","-115.27","MXL","-6","MEX"
"MMMM","General Francisco Mujica International Airport","19.42","-101.12","MLM","-6","MEX"
"MMMT","Minatitlan International Airport","18","-94.32","MTT","-6","MEX"
"MMMX","Mexico City International Airport","19.26","-99.05","MEX","-6","MEX"
"MMMY","Monterrey International Airport","25.4","-100.19","MTY","-6","MEX"
"MMMZ","Mazatlan International Airport","23.14","-106.25","MZT","-6","MEX"
"MMNL","Quetzalcoatl International Airport","27.27","-99.31","NLD","-6","MEX"
"MMOX","Oaxaca International Airport","17","-96.3","OAX","-6","MEX"
"MMPA","Poza Rica El Tajin National Airport","20.33","-97.03","PAZ","-6","MEX"
"MMPB","Puebla International Airport","19.08","-98.22","PBC","-6","MEX"
"MMPN","Uruapan International Airport","19.25","-102.03","UPN","-6","MEX"
"MMPR","Licenciado Gustavo Diaz Ordaz International Airport","20.41","-105.16","PVR","-6","MEX"
"MMPS","Puerto Escondido International Airport","15.5","-97.1","PXM","-6","MEX"
"MMQT","Queretaro Intercontinental Airport","20.36","-100.23","QRO","-6","MEX"
"MMRX","General Lucio Blanco International Airport","26.04","-98.16","REX","-6","MEX"
"MMSD","Los Cabos International Airport","23.03","-109.41","SJD","-6","MEX"
"MMSL","Cabo San Lucas International Airport","22.56","-109.56","CSL","-6","MEX"
"MMSP","San Luis Potosi International Airport","22.11","-100.59","SLP","-6","MEX"
"MMTC","Francisco Sarabia International Airport","25.35","-103.24","TRC","-6","MEX"
"MMTG","Angel Albino Corzo International Airport","16.45","-93.1","TGZ","-6","MEX"
"MMTJ","Tijuana International Airport","32.33","-116.59","TIJ","-6","MEX"
"MMTM","General Francisco Javier Mina International Airport","22.18","-97.51","TAM","-6","MEX"
"MMTO","Lic. Adolfo Lopez Mateos International Airport","19.2","-99.34","TLC","-6","MEX"
"MMTP","Tapachula International Airport","14.53","-92.17","TAP","-6","MEX"
"MMUN","Cancun International Airport","21.05","-86.46","CUN","-6","MEX"
"MMVA","Carlos Rovirosa Perez International Airport","18","-92.59","VSA","-6","MEX"
"MMVR","Veracruz International Airport","19.08","-96.12","VER","-6","MEX"
"MMZC","Zacatecas International Airport","22.47","-102.35","ZCL","-6","MEX"
"MMZH","xtapa-Zihuatanejo International Airport","17.38","-101.33","ZIH","-6","MEX"
"MMZO","Playa de Oro International Airport","19.07","-104.2","ZLO","-6","MEX"
"MNMG","Augusto Cesar Sandino International Airport","12.08","-86.11","MGA","-6","NIC"
"MPBO","Bocas del Toro Isla Colon Jose E. Hall International Airport","9.21","-82.15","BOC","-5","PAN"
"MPCH","Changuinola ""Capitan Manuel Nino"" International Airport","9.27","-82.28","CHX","-5","PAN"
"MPDA","Enrique Malek International Airport","8.23","-82.26","DAV","-6","PAN"
"MPMG","Albrook Gelabert Airport","8.57","-79.3","PAC","-5","PAN"
"MPTO","Tocumen International Airport","9.04","-79.32","PTY","-6","PAN"
"MRGF","Golfito Airport","8.4","-83.05","GLF","-6","CRI"
"MRLB","Daniel Oduber Quiros International Airport","10.38","-85.26","LIR","-6","CRI"
"MRLP","Josefa Camejo International Airport","11.44","-70.12","LSP","-4","VEN"
"MRNS","Aeropuerto Nosara","9.59","-85.39","NOB","-6","CRI"
"MROC","Juan Santamaria International Airport","9.56","-84.06","SJO","-6","CRI"
"MRPM","Palmar Sur Airport is an airport","8.57","-83.29","PMZ","-6","CRI"
"MRQP","Quepos La Managua Airport","9.27","-84.09","XQP","-6","CRI"
"MSLP","El Salvador International Airport","13.42","-89.07","SAL","-6","SLV"
"MTCH","Cap-Haitien International Airport","19.47","-72.12","CAP","-4","HTI"
"MTPP","Port-au-Prince-Toussaint Louverture International Airport","18.35","-72.18","PAP","-4","HTI"
"MUBY","Carlos Manuel de Cespedes Airport","20.17","-76.3","BYM","-4","CUB"
"MUCF","Jaime Gonzalez Airport","22.15","-80.4","CFG","-4","CUB"
"MUCL","Aeropuerto Internacional Vilo Acuna","21.37","-81.33","CYO","-4","CUB"
"MUCM","Ignacio Agramonte International Airport","21.25","-77.52","CMW","-4","CUB"
"MUCU","Aeropuerto Internacional Santiago de Cuba","19.58","-75.52","SCU","-4","CUB"
"MUGM","Guantanamo Leeward Point Airport","19.54","-75.12","NBW","-4","CUB"
"MUGT","Mariana Grajales","20.05","-75.1","GAO","-4","CUB"
"MUHA","Jose Marti international Airport","22.59","-82.25","HAV","-4","CUB"
"MUHG","Frank Pais Airport","20.3","-76.14","HOG","-4","CUB"
"MUNG","Rafael Cabrera Airport","21.55","-82.45","GER","-4","CUB"
"MUSC","International Airport ""Abel Santamaria Cuadrado"" of Santa Clara","22.49","-79.94","SNU","-4","CUB"
"MUVR","Juan Gualberto Gomez International Airport","23.08","-81.18","VRA","-4","CUB"
"MWCB","Captain Charles Kirkconnell International Airport","19.43","-79.5","CYB","-5","CYM"
"MWCL","Edward Bodden Airfield","19.4","-80.05","LYB","-5","CYM"
"MWCR","Owen Roberts International Airport","19.17","-81.22","GCM","-5","CYM"
"MYAF","Andros Town International Airport","24.69","-77.79","ASD","-5","BHS"
"MYAK","Congo Town South Andros Airport","24.16","-77.58","TZN","-4","BHS"
"MYAM","Leonard Thompson Airport","26.3","-77.06","MHH","-5","BHS"
"MYAT","Treasure Cay International Airport","26.45","-77.22","TCB","-5","BHS"
"MYBG","Great Harbour Cay Airport","25.75","-77.84","GHC","-4","BHS"
"MYBS","South Bimini Airport","25.42","-79.17","BIM","-5","BHS"
"MYEF","George Town Airport","23.28","-75.49","YEF","-5","BHS"
"MYEH","North Eleuthera Airport","25.29","-76.41","ELH","-5","BHS"
"MYEM","Governors Harbour Airport","25.09","-76.11","GHB","-5","BHS"
"MYER","Rock Sound International Airport","24.57","-76.05","RSD","-5","BHS"
"MYGF","Grand Bahama Airport","26.32","-78.4","FPO","-5","BHS"
"MYLD","Deadman's Cay Settlement Airport","23.15","-75.08","LGI","-5","BHS"
"MYLS","Stella Maris Airport","23.36","-75.18","SML","-5","BHS"
"MYNN","Lynden Pindling International Airport","25.03","-77.28","NAS","-5","BHS"
"MYSM","San Salvador Airport","24.04","-74.31","ZSA","-5","BHS"
"MZBZ","Philip S.W. Goldson International Airport","17.33","-88.19","BZE","-6","BLZ"
"NCAI","Aitutaki Airport","-18.83","-159.7667","AIT","-10","COK"
"NCRG","Rarotonga International Airport","-21.12","-159.48","RAR","-10","COK"
"NFFN","Nadi Airport","-17.45","177.27","NAN","12","FJI"
"NFFO","Malolo Lailai Airport","-17.47","177.13","PTF","12","FJI"
"NFMA","Mana Island Airstrip","-17.4","177.07","MNF","12","FJI"
"NFNA","Suva-Nausori Airport","-18.02","178.34","SUV","12","FJI"
"NFNS","Savusavu Airport","-16.46","179.23","SVU","12","FJI"
"NFTF","Fua amotu International Airport","-21.12","-175.15","TBU","12","TON"
"NGFU","Funafuti International Airport","-8.31","179.13","FUN","12","TUV"
"NGTA","Bonriki International Airport","1.23","173.09","TRW","12","KIR"
"NLWF","Pointe Vele Airport","-14.15","-178.09","FUT","12","WLF"
"NLWW","Hihifo Airport","-13.18","-176.1","WLS","12","WLF"
"NSAP","Faleolo International Airport","-13.83","-172.01","APW","13","WSM"
"NSTU","Pago Pago International Airport","-14.2","-170.43","PPG","-11","ASM"
"NTAA","Faa'a International Airport","17.33","-149.36","PPT","-10","PYF"
"NTGA","Anaa Airport","17.36","145.51","AAA","-10","PYF"
"NTGC","Tikehau Airport","-15.17","-148.14","TIH","-10","PYF"
"NTGE","Reao Airstrip","-18.46","-136.44","REA","-10","PYF"
"NTGF","Fakarava Airport","-16.2","-145.37","FAV","-10","PYF"
"NTGI","Manihi Airport","-14.26","-146.04","XMH","-10","PYF"
"NTGJ","Totegegie Airport","-23.02","-134.58","GMR","-10","PYF"
"NTGO","Tatakoto Airport","-18.03","-138.02","TKV","-10","PYF"
"NTGQ","Pukarua Airport","-18.08","-136","PUK","-10","PYF"
"NTGT","Takapoto Airport","-14.43","-145.15","TKP","-10","PYF"
"NTKR","Takaroa Airport","-14.28","-145.02","TKX","-10","PYF"
"NTMD","Nuku Hiva Airport","-8.47","-140.1","NHV","-10","PYF"
"NTTB","Bora Bora Airport","-16.26","-151.45","BOB","-10","PYF"
"NTTG","Rangiroa Airport","-14.58","-147.4","RGI","-10","PYF"
"NTTH","Huahine Fare Airport","-16.41","-151.02","HUH","-10","PYF"
"NTTM","Moorea Airport","-17.3","-149.5","MOZ","-10","PYF"
"NTTO","Hao Airport","-18.12","-140.49","HOI","-10","PYF"
"NTTP","Maupiti Airport","-16.26","-152.15","MAU","-10","PYF"
"NTTR","Airport Raiatea","-16.43","-151.27","RFP","-10","PYF"
"NVSF","Craig Cove Airport","-16.12","167.3","CCV","-10","VUT"
"NVSH","Sara Airport","-15.4","168.12","SSR","11","VUT"
"NVSN","Maewo-Naone Airport","-15","168.05","MWF","11","VUT"
"NVSP","Norsup Airport","-16.04","167.23","NUS","11","VUT"
"NVSU","Ulei Airport","-16.2","168.18","ULB","11","VUT"
"NVSW","Walaha Airport","-15.25","167.42","WLH","11","VUT"
"NVSX","Southwest Bay Airport","-16.3","167.26","RSW","11","VUT"
"NVVB","Aniwa Airport","-19.17","169.35","AWD","11","VUT"
"NVVF","Futuna Airport","-19.32","170.13","FTA","11","VUT"
"NVVI","Ipota Airport","-18.52","169.16","IPA","11","VUT"
"NVVV","Port Vila International Airport","-17.4","168.14","VLI","11","VUT"
"NWEE","Moue - Ile des Pins Airport","-22.35","167.27","ILP","11","NCL"
"NWWK","Koumac Airport","-20.3","164.25","KOC","11","NCL"
"NWWL","Ouanaham Airport","-20.46","167.14","LIF","11","NCL"
"NWWM","Aeropuerto de Magenta","-22.16","166.28","GEA","11","NCL"
"NWWR","Mare Airport","-21.34","168","MEE","11","NCL"
"NWWV","Ouvea Airport","-20.3","166.4","UVE","11","NCL"
"NWWW","La Tontouta International Airport","-22.16","166.27","NOU","11","NCL"
"NZAA","Auckland Airport","-37.01","174.79","AKL","13","NZL"
"NZAP","Taupo Airport","-38.4","176.08","TUO","13","NZL"
"NZBM","Marlborough Airport","-41.32","-173.55","MXG","13","NZL"
"NZCH","Christchurch International Airport","-43.29","172.32","CHC","12","NZL"
"NZCI","Chatham Islands Tuuta Airport","-43.48","-176.28","CHT","13","NZL"
"NZDN","Dunedin International Airport","-45.52","170.22","DUD","12","NZL"
"NZGS","Gisborne Airport","-38.4","177.59","GIS","12","NZL"
"NZHK","Hokitika-Sea View Airport","-42.43","170.59","HKK","12","NZL"
"NZHN","Hamilton Airport","-37.52","175.2","HLZ","12","NZL"
